"","OCC","MET2013","YEAR","MULTYEAR","SAMPLE","SERIAL","HHWT","DENSITY","MET2013ERR","METPOP10","OWNERSHP","OWNERSHPD","HHINCOME","PERWT","SEX","AGE","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","DEGFIELD","DEGFIELDD","DEGFIELD2","DEGFIELD2D","INCTOT","SEI","Metro","Occupation"
"12396352",4820,38060,2022,2020,202203,197472,54,6370.5,2,4192887,1,12,144589,43,2,44,6,600,0,0,10,101,62,6203,0,0,140849,73,"Phoenix-Mesa-Scottsdale, AZ","Securities, commodities, and financial services sales agents"
"2948410",0,40900,2022,2018,202203,474690,30,6161.6,1,2149127,1,13,83003,26,2,43,7,700,1,100,5,50,0,0,0,0,0,0,"Sacramento--Roseville--Arden-Arcade, CA","N/A (not applicable)"
"8124202",1105,0,2022,2019,202203,1224998,22,415.4,0,189927,1,13,279017,22,1,39,1,100,0,0,11,114,60,6002,0,0,118266,65,"Not in identifiable area","Network and computer systems administrators"
"723434",0,0,2022,2018,202203,3497834,8,232.9,0,109585,1,12,29893,8,2,77,1,100,0,0,6,63,0,0,0,0,29893,0,"Not in identifiable area","N/A (not applicable)"
"4768518",0,37980,2022,2018,202203,3888298,15,2013.4,2,5965343,1,13,187050,13,1,11,1,100,0,0,2,22,0,0,0,0,9999999,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","N/A (not applicable)"
"12911614",5240,0,2022,2020,202203,5079446,114,1053.4,0,130291,2,22,15864,114,2,29,1,100,0,0,7,71,0,0,0,0,2266,44,"Not in identifiable area","Customer service representatives"
"10651713",4000,11460,2022,2022,202203,3337880,12,2339.5,1,344791,1,13,105000,12,1,44,1,100,0,0,8,81,0,0,0,0,25000,15,"Ann Arbor, MI","Chefs and head cooks"
"14345900",7330,13820,2022,2018,202203,6881,5,135,6,1128047,1,12,125089,5,1,54,1,100,0,0,6,63,0,0,0,0,93525,27,"Birmingham-Hoover, AL","Industrial and refractory machinery mechanics"
"5769798",0,31080,2022,2021,202203,881206,10,3950.9,1,12828837,1,12,100849,10,1,55,1,100,0,0,6,64,0,0,0,0,23888,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"9075281",2310,0,2022,2019,202203,2133711,11,213.6,0,36651,1,12,96680,11,2,73,1,100,0,0,10,101,54,5404,0,0,96680,72,"Not in identifiable area","Elementary and middle school teachers"
"9891948",3255,35620,2022,2018,202203,4103519,10,7221.3,2,19567410,1,12,29928,8,2,73,6,600,0,0,8,81,0,0,0,0,21745,46,"New York-Newark-Jersey City, NY-NJ-PA","Registered nurses"
"10345923",3605,37980,2022,2018,202203,3867353,8,1955.2,2,5965343,1,13,39748,9,1,44,1,100,0,0,10,101,55,5599,0,0,39748,13,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Orderlies and psychiatric aides"
"172862",0,0,2022,2021,202203,5417004,30,103.6,0,47193,1,13,34373,55,2,63,1,100,0,0,6,63,0,0,0,0,18159,0,"Not in identifiable area","N/A (not applicable)"
"14593292",7950,33460,2022,2022,202203,3478694,8,158.9,4,3348859,1,13,98000,6,1,62,1,100,0,0,6,63,0,0,0,0,60000,18,"Minneapolis-St. Paul-Bloomington, MN-WI","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"12405788",4820,31080,2022,2018,202203,483863,14,7690.4,1,12828837,1,12,158992,14,1,60,8,812,0,0,11,114,55,5505,0,0,93525,73,"Los Angeles-Long Beach-Anaheim, CA","Securities, commodities, and financial services sales agents"
"5386499",0,25420,2022,2019,202203,5309631,20,1634.7,1,549475,1,13,111377,14,1,12,6,610,0,0,2,25,0,0,0,0,9999999,0,"Harrisburg-Carlisle, PA","N/A (not applicable)"
"681602",0,0,2022,2021,202203,321155,3,43.8,0,21029,2,22,108091,4,2,17,8,802,0,0,5,50,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"4349974",0,19100,2022,2021,202203,6141417,13,4768.2,3,6426214,1,13,125072,14,1,1,1,100,0,0,0,1,0,0,0,0,9999999,0,"Dallas-Fort Worth-Arlington, TX","N/A (not applicable)"
"6022227",0,19100,2022,2022,202203,6336686,24,5206.3,3,6426214,2,22,71100,25,2,64,2,200,0,0,6,63,0,0,0,0,36100,0,"Dallas-Fort Worth-Arlington, TX","N/A (not applicable)"
"9488899",2722,16740,2022,2022,202203,4715492,8,214.7,5,801779,2,22,37300,7,2,29,1,100,0,0,7,71,0,0,0,0,19400,64,"Charlotte-Concord-Gastonia, NC-SC","Coaches and scouts"
"2025394",0,0,2022,2022,202203,4075863,50,346.8,0,130044,1,12,5000,63,1,7,7,700,4,498,1,15,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"8718685",2100,10420,2022,2022,202203,5028300,17,1099.5,1,703145,1,13,155900,18,2,30,8,826,4,450,11,115,50,5003,0,0,65900,93,"Akron, OH","Lawyers, and judges, magistrates, and other judicial workers"
"15259505",9310,47260,2022,2018,202203,6456217,21,3642.1,5,1676822,1,13,588622,26,1,47,1,100,0,0,6,63,0,0,0,0,584530,54,"Virginia Beach-Norfolk-Newport News, VA-NC","Ship and boat captains and operators"
"9418972",2633,24540,2022,2022,202203,1190903,6,252.2,1,252825,1,13,172400,6,2,64,1,100,0,0,6,65,0,0,0,0,22400,73,"Greeley, CO","Floral designers"
"5608748",0,35620,2022,2019,202203,3928476,7,6181.7,2,19567410,1,13,202086,8,2,8,1,100,0,0,1,15,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"2569955",0,0,2022,2020,202203,3616700,1,46,0,10416,1,12,247342,1,2,10,1,100,0,0,2,22,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"4878085",0,16740,2022,2020,202203,4624942,44,1224.8,6,2217012,1,13,135977,21,1,0,1,100,0,0,0,1,0,0,0,0,9999999,0,"Charlotte-Concord-Gastonia, NC-SC","N/A (not applicable)"
"15239130",9150,19500,2022,2021,202203,2260986,16,723.9,1,110768,1,12,100957,16,1,84,1,100,0,0,7,71,0,0,0,0,60531,10,"Decatur, IL","Motor vehicle operators, all other"
"1969633",0,12060,2022,2019,202203,1823258,20,2260.1,4,5286728,1,13,540810,18,1,14,1,100,0,0,2,26,0,0,0,0,9999999,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"15179489",9130,16980,2022,2018,202203,2065507,10,13991.3,2,9461105,1,12,2280,23,1,42,1,100,1,100,0,2,0,0,0,0,1286,15,"Chicago-Naperville-Elgin, IL-IN-WI","Driver/sales workers and truck drivers"
"2483595",0,19820,2022,2018,202203,3156395,16,2309.9,4,4296250,1,12,33903,16,2,73,1,100,0,0,7,71,0,0,0,0,33903,0,"Detroit-Warren-Dearborn, MI","N/A (not applicable)"
"12094796",4720,47300,2022,2022,202203,1055835,4,416.4,1,442179,2,21,88000,4,2,22,8,826,1,100,7,71,0,0,0,0,10000,44,"Visalia-Porterville, CA","Cashiers"
"12082910",4720,0,2022,2018,202203,1368111,23,1058.1,0,235865,2,22,120413,17,2,47,6,600,0,0,6,63,0,0,0,0,19640,44,"Not in identifiable area","Cashiers"
"9503341",2722,41940,2022,2020,202203,765543,19,12397,4,1836911,1,13,294617,19,2,28,4,400,0,0,10,101,25,2503,0,0,56657,64,"San Jose-Sunnyvale-Santa Clara, CA","Coaches and scouts"
"621987",0,15180,2022,2021,202203,6219581,8,999.8,1,406220,1,13,31887,9,2,67,7,700,1,100,0,2,0,0,0,0,5945,0,"Brownsville-Harlingen, TX","N/A (not applicable)"
"6792367",160,27260,2022,2021,202203,1582902,47,1989.8,3,1345596,2,22,54802,46,1,31,1,100,2,200,8,81,0,0,0,0,43236,68,"Jacksonville, FL","Transportation, storage, and distribution managers"
"10352778",3620,0,2022,2022,202203,4493523,3,368.1,0,52942,2,22,42000,3,1,25,1,100,0,0,8,81,0,0,0,0,27000,38,"Not in identifiable area","Physical therapist assistants and aides"
"7571093",705,0,2022,2022,202203,6960187,58,1727.8,0,605435,1,12,528000,65,1,42,1,100,0,0,10,101,24,2414,0,0,110000,68,"Not in identifiable area","Project management specialists"
"12548882",4920,17780,2022,2018,202203,5919969,17,1703.5,6,228660,1,12,782101,17,1,50,1,100,0,0,11,114,62,6206,0,0,588037,62,"College Station-Bryan, TX","Real estate brokers and sales agents"
"4717134",0,31080,2022,2018,202203,470301,37,11886.1,1,12828837,1,13,58453,38,2,7,6,660,0,0,1,12,0,0,0,0,9999999,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"7525187",640,0,2022,2021,202203,6578482,2,84.4,0,61764,1,13,14052,1,2,58,1,100,0,0,10,101,23,2310,0,0,14052,84,"Not in identifiable area","Compensation, benefits, and job analysis specialists"
"9048824",2310,14860,2022,2020,202203,1240793,24,4264.7,1,916829,1,13,70141,24,2,87,1,100,0,0,11,114,23,2300,0,0,70141,72,"Bridgeport-Stamford-Norwalk, CT","Elementary and middle school teachers"
"11016",0,0,2022,2019,202203,4602893,3,237.8,0,114678,1,13,46468,3,2,74,1,100,0,0,7,71,0,0,0,0,11597,0,"Not in identifiable area","N/A (not applicable)"
"3958350",0,35620,2022,2020,202203,4291226,73,2333.6,2,19567410,2,22,36827,112,1,7,7,700,4,498,1,14,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"9380479",2545,23540,2022,2022,202203,1700834,19,3171.9,5,264275,1,12,18700,19,2,78,2,200,0,0,7,71,0,0,0,0,18700,65,"Gainesville, FL","Teaching assistants"
"8658755",2060,31080,2022,2019,202203,517972,12,42788.1,1,12828837,2,22,80375,13,1,34,1,100,0,0,6,64,0,0,0,0,57411,56,"Los Angeles-Long Beach-Anaheim, CA","Religious workers, all other"
"1375875",0,0,2022,2019,202203,603784,64,320.1,0,134623,1,13,87609,65,1,71,1,100,0,0,11,114,64,6402,55,5506,87609,0,"Not in identifiable area","N/A (not applicable)"
"10965468",4110,35380,2022,2020,202203,2765046,22,6504.4,1,1189866,1,13,91784,14,2,22,1,100,0,0,8,81,0,0,0,0,28329,16,"New Orleans-Metairie, LA","Waiters and waitresses"
"9973568",3258,38900,2022,2021,202203,5189292,29,4516.2,5,2226009,1,13,139438,30,2,68,1,100,0,0,11,116,61,6107,0,0,139438,46,"Portland-Vancouver-Hillsboro, OR-WA","Nurse practitioners, and nurse midwives"
"11086218",4130,19740,2022,2019,202203,1112192,17,5181.4,4,2543482,2,22,81523,18,1,33,1,100,0,0,6,63,0,0,0,0,0,11,"Denver-Aurora-Lakewood, CO","Dining room and cafeteria attendants and bartender helpers"
"7890648",930,0,2022,2020,202203,4623242,13,156.3,0,95119,1,13,120679,13,2,54,1,100,0,0,8,81,0,0,0,0,41813,78,"Not in identifiable area","Tax examiners and collectors, and revenue agents"
"4353139",0,12060,2022,2019,202203,1818298,65,964.2,4,5286728,1,13,150933,131,2,19,2,200,0,0,5,50,0,0,0,0,0,0,"Atlanta-Sandy Springs-Roswell, GA","N/A (not applicable)"
"15435722",9620,0,2022,2018,202203,4770512,21,133.8,0,32185,1,13,105215,17,2,27,1,100,0,0,6,64,0,0,0,0,52608,8,"Not in identifiable area","Laborers and freight, stock, and material movers, hand"
"12040840",4720,0,2022,2022,202203,3669844,12,1814.3,0,162642,0,0,9999999,12,1,20,1,100,0,0,7,71,0,0,0,0,400,44,"Not in identifiable area","Cashiers"
"4297081",0,11260,2022,2020,202203,117990,61,1704.7,6,380821,1,13,364871,22,2,14,1,100,0,0,2,25,0,0,0,0,9999999,0,"Anchorage, AK","N/A (not applicable)"
"7981825",1021,26980,2022,2019,202203,2500441,5,924.8,6,152586,2,22,128956,7,1,27,1,100,0,0,10,101,21,2102,0,0,108679,65,"Iowa City, IA","Software developers"
"1926177",0,11460,2022,2021,202203,3287876,87,2238.5,1,344791,2,22,107767,44,1,14,2,200,0,0,2,25,0,0,0,0,9999999,0,"Ann Arbor, MI","N/A (not applicable)"
"6589623",52,35620,2022,2019,202203,3914663,7,2459.8,2,19567410,2,21,147087,8,2,61,1,100,0,0,6,63,0,0,0,0,97598,72,"New York-Newark-Jersey City, NY-NJ-PA","Sales managers"
"4292805",0,31080,2022,2018,202203,411432,11,8604.3,1,12828837,1,13,117724,14,2,25,1,100,1,100,6,63,0,0,0,0,9236,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"4416409",0,19100,2022,2020,202203,6089993,7,4679.6,3,6426214,1,12,194957,6,2,72,1,100,0,0,11,114,64,6402,0,0,64079,0,"Dallas-Fort Worth-Arlington, TX","N/A (not applicable)"
"15080998",9130,0,2022,2021,202203,2597257,11,95.2,0,20107,2,21,13101,12,2,74,1,100,0,0,6,63,0,0,0,0,11479,15,"Not in identifiable area","Driver/sales workers and truck drivers"
"4165378",0,35620,2022,2019,202203,4220153,47,1757.1,2,19567410,1,13,190604,72,2,1,7,700,4,412,0,1,0,0,0,0,9999999,0,"New York-Newark-Jersey City, NY-NJ-PA","N/A (not applicable)"
"143847",0,0,2022,2021,202203,81501,2,86.7,0,34166,1,12,122143,6,2,18,6,640,0,0,4,40,0,0,0,0,0,0,"Not in identifiable area","N/A (not applicable)"
"15569822",9645,18140,2022,2018,202203,4773500,15,8075.3,5,1901974,1,13,77158,15,1,46,1,100,0,0,6,65,0,0,0,0,46762,44,"Columbus, OH","Stockers and order fillers"
"12430663",4840,19740,2022,2022,202203,1200107,23,3443.4,4,2543482,1,13,289600,23,1,52,1,100,0,0,10,101,62,6201,0,0,289600,47,"Denver-Aurora-Lakewood, CO","Sales representatives of services, except advertising, insurance, financial services, and travel"
"3997173",0,41620,2022,2020,202203,6389186,7,4668.6,4,1087873,1,13,558672,7,2,67,1,100,0,0,10,101,60,6002,0,0,0,0,"Salt Lake City, UT","N/A (not applicable)"
"10197795",3602,0,2022,2022,202203,333900,42,446.7,0,220315,1,13,231600,43,1,60,1,100,0,0,7,71,0,0,0,0,55000,13,"Not in identifiable area","Personal care aides"
"14529631",7750,0,2022,2021,202203,6921767,4,44.9,0,31660,1,13,49506,4,1,63,1,100,0,0,8,81,0,0,0,0,24753,18,"Not in identifiable area","Other assemblers and fabricators"
"8873653",2300,14260,2022,2019,202203,2018586,36,699.1,5,616561,1,13,113329,38,2,66,1,100,0,0,6,63,0,0,0,0,20323,72,"Boise City, ID","Preschool and kindergarten teachers"
"14130412",6720,0,2022,2021,202203,3274738,7,225.8,0,50766,0,0,9999999,7,1,23,1,100,0,0,6,64,0,0,0,0,0,32,"Not in identifiable area","Hazardous materials removal workers"
"12281842",4760,25420,2022,2018,202203,5224552,14,304.3,1,549475,1,13,275898,16,2,23,1,100,0,0,10,101,53,5301,0,0,2338,47,"Harrisburg-Carlisle, PA","Retail salespersons"
"8791369",2205,0,2022,2018,202203,3366053,36,946.3,0,206877,2,22,31565,30,2,39,4,400,0,0,11,116,14,1401,23,2310,14029,84,"Not in identifiable area","Postsecondary teachers"
"14225635",7200,0,2022,2021,202203,3660174,21,66.8,0,20606,1,12,36751,22,1,58,1,100,0,0,6,63,0,0,0,0,10809,19,"Not in identifiable area","Automotive service technicians and mechanics"
"15239545",9150,10900,2022,2020,202203,3953978,33,614,1,821173,1,12,49518,33,1,72,1,100,0,0,10,101,62,6205,0,0,30821,10,"Allentown-Bethlehem-Easton, PA-NJ","Motor vehicle operators, all other"
"2055051",0,31080,2022,2018,202203,435634,8,11259.2,1,12828837,2,22,22212,9,1,9,7,700,1,100,1,17,0,0,0,0,9999999,0,"Los Angeles-Long Beach-Anaheim, CA","N/A (not applicable)"
"3861815",0,17300,2022,2022,202203,2708004,11,227.6,5,141615,1,13,72200,10,1,62,1,100,0,0,6,65,0,0,0,0,31200,0,"Clarksville, TN-KY","N/A (not applicable)"
"8924243",2310,41180,2022,2022,202203,3695180,26,2954,5,2787701,1,13,39000,26,2,63,1,100,0,0,10,101,23,2304,0,0,39000,72,"St. Louis, MO-IL","Elementary and middle school teachers"
"1971092",0,0,2022,2021,202203,1904113,2,246.9,0,156005,1,12,49722,3,2,83,2,200,0,0,6,64,0,0,0,0,6485,0,"Not in identifiable area","N/A (not applicable)"
"181298",0,13380,2022,2018,202203,6641903,40,667.7,1,201140,1,12,39982,40,1,78,3,360,1,100,6,64,0,0,0,0,39982,0,"Bellingham, WA","N/A (not applicable)"
"9738857",3220,45060,2022,2018,202203,4167937,11,285.2,6,662577,1,13,211249,11,1,52,1,100,0,0,8,81,0,0,0,0,105215,58,"Syracuse, NY","Respiratory therapists"
"7363861",440,47900,2022,2021,202203,6573290,13,134.6,5,1234820,1,13,156732,12,1,27,1,100,0,0,10,101,52,5200,0,0,75664,68,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Other managers"
"15095244",9130,0,2022,2019,202203,6015569,16,2973.8,0,405300,1,13,130667,17,1,62,2,200,4,415,6,63,0,0,0,0,73256,15,"Not in identifiable area","Driver/sales workers and truck drivers"
"5611729",0,41740,2022,2022,202203,970793,9,6119.7,1,3095313,2,22,77300,10,2,14,8,815,4,498,2,26,0,0,0,0,9999999,0,"San Diego-Carlsbad, CA","N/A (not applicable)"
"231918",0,33100,2022,2019,202203,1503958,22,5266.2,2,5564635,1,12,35710,22,2,82,4,400,0,0,6,63,0,0,0,0,28476,0,"Miami-Fort Lauderdale-West Palm Beach, FL","N/A (not applicable)"
"15082754",9130,19740,2022,2021,202203,1169889,33,5181.4,4,2543482,1,13,238882,34,1,46,7,700,1,100,6,63,0,0,0,0,97282,15,"Denver-Aurora-Lakewood, CO","Driver/sales workers and truck drivers"
"12923863",5240,0,2022,2018,202203,2008726,3,40,0,28804,1,12,59739,3,2,55,1,100,0,0,7,71,0,0,0,0,4092,44,"Not in identifiable area","Customer service representatives"
"2767843",0,33100,2022,2018,202203,1345094,8,6246.3,2,5564635,1,12,113399,8,1,76,1,100,3,300,2,23,0,0,0,0,8183,0,"Miami-Fort Lauderdale-West Palm Beach, FL","N/A (not applicable)"
"3442096",0,35660,2022,2022,202203,3360748,14,550.7,1,156813,1,12,82500,8,1,16,1,100,0,0,4,40,0,0,0,0,0,0,"Niles-Benton Harbor, MI","N/A (not applicable)"
"12797509",5120,17020,2022,2019,202203,563193,4,1769.4,1,220000,2,22,48225,4,1,24,1,100,0,0,6,65,0,0,0,0,22964,51,"Chico, CA","Bookkeeping, accounting, and auditing clerks"
"7756814",800,19100,2022,2019,202203,5981520,1,204.8,3,6426214,1,13,370932,2,2,59,1,100,0,0,10,101,62,6201,0,0,229701,78,"Dallas-Fort Worth-Arlington, TX","Accountants and auditors"
"509806",0,33460,2022,2022,202203,3484624,25,894.5,4,3348859,1,13,250000,26,2,1,1,100,0,0,0,1,0,0,0,0,9999999,0,"Minneapolis-St. Paul-Bloomington, MN-WI","N/A (not applicable)"
"9223453",2350,35620,2022,2019,202203,4182948,29,47180.2,2,19567410,1,12,55229,24,2,86,1,100,4,424,7,71,0,0,0,0,16305,52,"New York-Newark-Jersey City, NY-NJ-PA","Tutors"
"7544363",700,36740,2022,2022,202203,1740338,37,2176.4,1,2134411,2,22,73200,38,2,51,2,200,0,0,6,65,0,0,0,0,42000,65,"Orlando-Kissimmee-Sanford, FL","Logisticians"
"12330250",4760,40140,2022,2021,202203,789687,73,1348.2,1,4224851,1,13,126575,75,2,26,1,100,1,100,6,65,0,0,0,0,20754,47,"Riverside-San Bernardino-Ontario, CA","Retail salespersons"
"3922661",0,42660,2022,2019,202203,6662694,21,2493.3,1,3439809,1,13,323453,15,2,35,7,700,1,100,6,61,0,0,0,0,0,0,"Seattle-Tacoma-Bellevue, WA","N/A (not applicable)"
"2223493",0,12260,2022,2022,202203,1977730,9,793.6,6,564873,2,22,73900,18,2,65,1,100,0,0,6,63,0,0,0,0,26500,0,"Augusta-Richmond County, GA-SC","N/A (not applicable)"
"4134745",0,43900,2022,2021,202203,5620243,31,332.5,5,313268,1,13,70584,8,1,12,8,802,0,0,2,23,0,0,0,0,9999999,0,"Spartanburg, SC","N/A (not applicable)"
"14363846",7340,0,2022,2022,202203,5797446,14,603,0,309544,1,13,245000,13,1,49,1,100,0,0,8,81,0,0,0,0,150000,27,"Not in identifiable area","Maintenance and repair workers, general"
"9640122",3050,22380,2022,2021,202203,229388,16,158.8,1,134421,1,13,232396,14,1,62,1,100,0,0,11,116,61,6108,0,0,151328,82,"Flagstaff, AZ","Pharmacists"
"12871109",5240,40900,2022,2022,202203,1076631,15,6830.2,1,2149127,1,13,152400,15,2,32,1,100,0,0,8,81,0,0,0,0,37400,44,"Sacramento--Roseville--Arden-Arcade, CA","Customer service representatives"
"9689163",3090,0,2022,2022,202203,1181517,13,63.8,0,27602,1,12,106300,14,1,67,1,100,0,0,11,115,36,3600,0,0,95900,92,"Not in identifiable area","Physicians"
"11906404",4710,41860,2022,2018,202203,359273,7,6396.6,1,4335391,1,13,140287,7,2,57,4,400,0,0,8,81,0,0,0,0,40917,68,"San Francisco-Oakland-Hayward, CA","First-line supervisors of non-retail sales workers"
"891276",0,0,2022,2018,202203,2483342,5,76.8,0,23479,1,13,48142,5,2,79,1,100,0,0,8,81,0,0,0,0,18915,0,"Not in identifiable area","N/A (not applicable)"
"2114180",0,14460,2022,2020,202203,3049551,37,7433.3,4,4552402,1,12,424928,11,2,13,4,400,0,0,2,25,0,0,0,0,9999999,0,"Boston-Cambridge-Newton, MA-NH","N/A (not applicable)"
"5032206",0,33100,2022,2022,202203,1741952,22,2232.6,2,5564627,1,12,151600,22,1,77,1,100,0,0,7,71,0,0,0,0,95100,0,"Miami-Fort Lauderdale-West Palm Beach, FL","N/A (not applicable)"
"6538049",20,12060,2022,2019,202203,1821336,8,1830.6,4,5286728,2,22,163965,8,1,32,1,100,0,0,6,65,0,0,0,0,51440,68,"Atlanta-Sandy Springs-Roswell, GA","General and operations managers"
"2376572",0,17660,2022,2022,202203,2040470,16,918.5,4,138493,1,13,470000,20,2,3,8,826,0,0,0,2,0,0,0,0,9999999,0,"Coeur d'Alene, ID","N/A (not applicable)"
"9017403",2310,45300,2022,2019,202203,1497086,8,4023.9,1,2783243,1,13,164425,10,2,57,1,100,0,0,6,65,0,0,0,0,21816,72,"Tampa-St. Petersburg-Clearwater, FL","Elementary and middle school teachers"
"1324274",0,0,2022,2021,202203,2684082,14,280.3,0,61097,2,22,128629,16,1,9,1,100,0,0,1,16,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"12378606",4810,0,2022,2019,202203,4220579,11,107,0,172543,1,13,30772,11,1,30,1,100,0,0,8,81,0,0,0,0,25261,66,"Not in identifiable area","Insurance sales agents"
"6611362",52,40060,2022,2020,202203,6540242,23,1454.2,5,1208101,1,13,124906,35,1,54,1,100,0,0,11,114,52,5200,0,0,106515,72,"Richmond, VA","Sales managers"
"858354",0,0,2022,2022,202203,2468049,10,76.9,0,323150,1,13,18000,6,2,2,1,100,0,0,0,1,0,0,0,0,9999999,0,"Not in identifiable area","N/A (not applicable)"
"12133402",4720,31140,2022,2021,202203,2677973,24,2788.1,3,1235708,2,22,148085,28,2,33,1,100,0,0,6,64,0,0,0,0,60531,44,"Louisville/Jefferson County, KY-IN","Cashiers"
"14124763",6660,0,2022,2019,202203,6375164,37,26,0,19776,1,13,101388,48,1,41,1,100,0,0,7,71,0,0,0,0,68893,41,"Not in identifiable area","Construction and building inspectors"
"4035473",0,17900,2022,2021,202203,5605644,5,2274.5,1,767598,1,12,176189,4,1,77,2,200,0,0,6,63,0,0,0,0,15133,0,"Columbia, SC","N/A (not applicable)"
"8187137",1240,12060,2022,2021,202203,1925069,11,2021,4,5286728,1,13,306979,11,1,41,1,100,0,0,11,114,55,5501,0,0,279956,81,"Atlanta-Sandy Springs-Roswell, GA","Other mathematical science occupations"
"1841815",0,19100,2022,2021,202203,6208137,26,2254.7,3,6426214,1,13,96201,42,2,0,1,100,1,100,0,1,0,0,0,0,9999999,0,"Dallas-Fort Worth-Arlington, TX","N/A (not applicable)"
"2220363",0,12260,2022,2020,202203,5589298,13,285.7,5,564873,1,13,237960,16,2,6,1,100,0,0,1,12,0,0,0,0,9999999,0,"Augusta-Richmond County, GA-SC","N/A (not applicable)"
"9613413",3010,16980,2022,2021,202203,2239076,35,3587.7,2,9461105,1,13,398208,36,1,73,1,100,0,0,11,116,36,3600,0,0,320382,96,"Chicago-Naperville-Elgin, IL-IN-WI","Dentists"
"1902946",0,0,2022,2022,202203,4743211,2,97.8,0,33460,1,13,59100,2,1,76,1,100,0,0,7,71,0,0,0,0,47000,0,"Not in identifiable area","N/A (not applicable)"
"8265703",1410,17140,2022,2018,202203,4794430,68,1936.3,4,2114580,1,12,140287,69,1,56,1,100,0,0,10,101,24,2408,0,0,140287,84,"Cincinnati, OH-KY-IN","Electrical and electronics engineers"
"1459866",0,17300,2022,2021,202203,2689248,26,233.4,6,141615,1,12,140519,20,2,70,1,100,0,0,10,101,60,6000,0,0,0,0,"Clarksville, TN-KY","N/A (not applicable)"
"14551036",7800,17140,2022,2022,202203,4979173,11,5644.7,4,2114580,0,0,9999999,11,2,19,1,100,0,0,6,65,0,0,0,0,500,22,"Cincinnati, OH-KY-IN","Bakers"
"13063542",5360,0,2022,2022,202203,6615434,10,122.6,0,62064,2,22,33000,10,2,58,1,100,0,0,7,71,0,0,0,0,33000,44,"Not in identifiable area","Human resources assistants, except payroll and timekeeping"
